t_sim_s,g1_x30.00_y3.50_head_m,g1_x30.00_y3.50_depth_m,g1_x30.00_y3.50_speed_mps,g2_x54.00_y3.50_head_m,g2_x54.00_y3.50_depth_m,g2_x54.00_y3.50_speed_mps
12.017020762918023,24.594779696061096,2.889892578125,2.2547462819497537,24.569685909726203,2.889892578125,2.3419376569381
12.03331723805082,24.616364427541253,2.889892578125,2.251318497071538,24.5533025432435,2.889892578125,2.3424342712083357
12.049613713183618,24.616874609275452,2.889892578125,2.251064467041208,24.555767903148094,2.889892578125,2.343328469397161
12.065910188316415,24.59455882470056,2.889892578125,2.254712649178526,24.56415168225583,2.889892578125,2.342235258720535
12.082206663449213,24.58987075230154,2.889892578125,2.2552657466505073,24.543066244485058,2.889892578125,2.3426149992238
12.09850313858201,24.607787774851076,2.889892578125,2.252252270440863,24.53037080755049,2.889892578125,2.34365085523457
12.114799613714808,24.61740656705928,2.889892578125,2.2509764260459666,24.55120115445416,2.889892578125,2.342448544174147
12.131096088847606,24.607311812623436,2.889892578125,2.252209174823799,24.547965855651917,2.889892578125,2.3430697819855086
12.147392563980404,24.59456815729326,2.889892578125,2.253742069309486,24.523587568090594,2.889892578125,2.3453460617793813
12.163689039113201,24.595787616072567,2.889892578125,2.254517941369904,24.534673132784626,2.889892578125,2.3445141626099444
12.179985514245999,24.611046405135067,2.889892578125,2.2531975058088793,24.549337746778637,2.889892578125,2.343064219467508
12.196281989378797,24.621533128464257,2.889892578125,2.251230245872348,24.53493133451596,2.889892578125,2.3443876141631663
12.212578464511594,24.61224564329686,2.889892578125,2.25269236757434,24.53124962669629,2.889892578125,2.344586872284053
12.228874939644392,24.602703067262357,2.889892578125,2.254809026759225,24.546825723910548,2.889892578125,2.3430959847156205
12.24517141477719,24.614141715046827,2.889892578125,2.2531745865940267,24.53749313121177,2.889892578125,2.3450478832802637
12.261467889909987,24.62062320067613,2.889892578125,2.2523946113407214,24.525412089963208,2.889892578125,2.3473886145280054
12.277764365042785,24.61567537111366,2.889892578125,2.2546786459136086,24.532708622021534,2.889892578125,2.3468747533709884
12.294060840175582,24.613367109852827,2.889892578125,2.255603690815156,24.528725160371273,2.889892578125,2.347674868653648
12.31035731530838,24.616700400878408,2.889892578125,2.254988612630634,24.51684010356938,2.889892578125,2.3493012445494155
12.326653790441178,24.607492242748947,2.889892578125,2.2568677237032757,24.53235398349898,2.889892578125,2.348138353140744
12.342950265573975,24.60589481396534,2.889892578125,2.2580323899680868,24.545498940315206,2.889892578125,2.3464111938550536
12.359246740706773,24.608896797950113,2.889892578125,2.2573077280870697,24.53887591036331,2.889892578125,2.34698075207426
12.37554321583957,24.60346211813519,2.889892578125,2.258033684095402,24.52975952272872,2.889892578125,2.3482575897556353
12.391839690972368,24.602006233674185,2.889892578125,2.2589801859529666,24.541534143850342,2.889892578125,2.3475526799828232
12.408136166105166,24.608386616215913,2.889892578125,2.258108624533626,24.539079671970565,2.889892578125,2.347542379019958
12.424432641237964,24.602718621583524,2.889892578125,2.259003838716923,24.53070989175188,2.889892578125,2.3482220869321138
12.440729116370761,24.59150706688806,2.889892578125,2.2607576450500355,24.53383164400962,2.889892578125,2.3481160025398093
12.457025591503559,24.6003636973592,2.889892578125,2.2589646403944212,24.530862324099292,2.889892578125,2.348484969520362
12.473322066636356,24.597607471648825,2.889892578125,2.258416820802679,24.518580632107703,2.889892578125,2.350024783876262
12.489618541769154,24.584523176685142,2.889892578125,2.261318146839116,24.52238521906457,2.889892578125,2.350486765699442
12.505915016901952,24.587682259313677,2.889892578125,2.2613653592127867,24.53739669442055,2.889892578125,2.34926230832438
